11	12	13	15	19	21	22	23	24	30	43	45	48	51	54	56	71	72	73	74	85	86_date	86_number	87_date	87_number	98	status	11_href	21_href	43_href	45_href
2 363 994	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2004123352/09	28.07.2004		28.07.2004	 29.07.2003 US 10/629,278; 07.08.2003 US 10/636,176	27.01.2006	10.08.2009		G10L 11/00 (2006.01); G10L 15/00 (2006.01)	СИСТЕМА ДЕТЕКТИРОВАНИЯ РЕЧИ	US 6343269 В1, 29.01.2002. SU 544990 А1, 30.01.1977. WO 02/077972 А, 03.10.2002. US 6594629 В1, 15.07.2003. US 2003/144844 А1, 31.07.2003.		ХУАНГ Ксуедонг Д. (US), ЛИУ Зиченг (US), ЗХАНГ Зхенгиоу (US), СИНКЛЭР Майкл Дж. (US), АСЕРО Алехандро (US)	МАЙКРОСОФТ КОРПОРЕЙШН (US)							"129090, Москва, ул. Б.Спасская, 25, стр.3, ООО ""Юридическая фирма Городисский и Партнеры"", пат.пов. Ю.Д.Кузнецову, рег.№ 595"	Статус: прекратил действие, но может быть восстановлен (последнее изменение статуса: 17.06.2015);Пошлина: учтена за 10 год с 29.07.2013 по 28.07.2014	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2363994&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2363994&TypeFile=html		http://www.fips.ru/Archive/PAT/2009FULL/2009.08.10/DOC/RUNWC2/000/000/002/363/994/DOCUMENT.PDF
2 316 145	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C1		RU	2006109661/09	27.03.2006		27.03.2006			27.01.2008		H04Q 7/20 (2006.01); G10L 15/22 (2006.01)	СПОСОБ УПРАВЛЕНИЯ УСЛУГАМИ СЕРВИСНОГО ЦЕНТРА В СИСТЕМЕ СВЯЗИ (ВАРИАНТЫ) И УСТРОЙСТВО ДЛЯ ЕГО ОСУЩЕСТВЛЕНИЯ	US 6094476 А, 25.07.2000. US 6487277 A1, 16.08.2001. US 6185535 В, 06.02.2001. RU 13525 U 20.04.2000. US 2005/261902 A1, 24.11.2005.		Гармонов Александр Васильевич (RU), Савинков Андрей Юрьевич (RU), Прибытков Юрий Николаевич (RU), Шилов Вадим Владимирович (RU)	Гармонов Александр Васильевич (RU)							"394077, г.Воронеж, Московский пр-кт, 97, ЗАО ""КОДОФОН"", В.А. Фурсовой"	Статус: действует (последнее изменение статуса: 29.02.2016);Пошлина: учтена за 11 год с 28.03.2016 по 27.03.2017	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2316145&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2316145&TypeFile=html		http://www.fips.ru/Archive/PAT/2008FULL/2008.01.27/DOC/RUNWC1/000/000/002/316/145/DOCUMENT.PDF
2003 136 444	ЗАЯВКА НА ИЗОБРЕТЕНИЕ	A		RU	2003136444/09	11.12.2003				27.05.2005			G10L 17/00 (2000.01); G10L 15/06 (2000.01)	СПОСОБ АВТОМАТИЧЕСКОГО РАСПОЗНАВАНИЯ ЧЕЛОВЕКА С ИСПОЛЬЗОВАНИЕМ АКУСТИЧЕСКИХ СИГНАЛОВ, СНИМАЕМЫХ С ТЕЛА ЧЕЛОВЕКА		"Общестов с ограниченной ответственностью научно-производственная фирма ""Крист алл"" (RU)"	Бочкарев Сергей Львович (RU), Андрианов Владимир Васильевич (RU), Бочкарев Игорь Вячеславович (RU)								"440011, г.Пенза, пр-т Победы, 13, ООО научно-производственная фирма ""Кристалл"", С. Л. Бочкареву"		http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2003136444&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2003136444&TypeFile=html	http://www.fips.ru/Archive/PAT/2005FULL/2005.05.27/DOC/RUNWA/000/002/003/136/444/DOCUMENT.PDF	
2 287 856	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2003110435/09	04.09.2001		04.09.2001	 13.09.2000 JP 2000-278397; 16.01.2001 JP 2001-007726	27.08.2004	20.11.2006		G06N 5/00 (2006.01); G10L 15/00 (2006.01); G06K 9/00 (2006.01)		US 5987415 A, 16.09.1999. RU 2073484 C1, 20.02.1997. RU 2068653 С1, 10.11.1996. US 5559927 A, 24.09.1996. US 5765134 A, 09.06.1998. JP 10-049188 A, 20.02.1998. JP 02-236600 A, 19.09.1990. EP 0992927 A1, 12.04.2000. WO 97/33515 A1, 18.09.1997.					14.04.2003	04.09.2001	JP 01/07646	21.03.2002	WO 02/23524	"103735, Москва, ул. Ильинка, 5/2, ООО ""Союзпатент"", пат.пов. С.Б.Фелицыной, рег. № 303"	Статус: действует (последнее изменение статуса: 07.09.2016);Пошлина: учтена за 16 год с 05.09.2016 по 04.09.2017	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2287856&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2287856&TypeFile=html		http://www.fips.ru/Archive/PAT/2006FULL/2006.11.20/DOC/RUNWC2/000/000/002/287/856/DOCUMENT.PDF
2 582 050	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C1		RU	2015102879/14	28.01.2015		28.01.2015			20.04.2016		A61B 5/12 (2006.01); G10L 15/00 (2013.01)	СПОСОБ АДАПТИВНОЙ ОБРАБОТКИ РЕЧЕВЫХ СИГНАЛОВ В УСЛОВИЯХ НЕСТАБИЛЬНОЙ РАБОТЫ РЕЧЕВОГО АППАРАТА	RU 2313280 C1, 27.12.2007. RU 2013119828 A, 10.11.2014. WO 2011148230 A1, 01.12.2011. US 2012220899 A1, 30.08.2012. US 2008300867 A1, 04.12.2008. D.Michaelis et al. Glottal-to-noise excitation ratio-a new measure for describing pathological voices, ACUSTICA, v.83, 1997, pp.700-706.		Тычков Александр Юрьевич (RU), Алимурадов Алан Казанферович (RU), Чураков Петр Павлович (RU)	"Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования ""Пензенский государственный университет"" (ФГБОУ ВПО ""Пензенский государственный университет"") (RU)"							"440026, г. Пенза, ул. Красная, 40, ФГБОУ ВПО ""Пензенский государственный университет"""	Статус: действует (последнее изменение статуса: 27.04.2016)	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2582050&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2582050&TypeFile=html		http://www.fips.ru/Archive4/PAT/2016FULL/2016.04.20/DOC/RUNWC1/000/000/002/582/050/DOCUMENT.PDF
2 584 461	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2013157194/08	12.04.2012		12.04.2012	 24.05.2011 US 61/489,629; 10.04.2012 US 13/443,647	27.06.2015	20.05.2016		G10L 25/03 (2013.01); G10L 15/02 (2006.01); G10L 21/02 (2013.01)		US 2002111798 A1, 15.08.2002. US 2009319261 A1, 24.12.2009. US 2011035213 A1, 10.02.2011. US 5742734 A, 21.04.1998. US 2002120440 A1, 29.08.2002. US 2001001853 A1, 24.05.2001. US 5727123 A, 10.03.1998. US 5784532 A, 21.07.1998. RU 2107951 C1, 27.03.1998.					24.12.2013	12.04.2012	US 2012/033372	29.11.2012	WO 2012/161881	"129090, Москва, ул. Б. Спасская, 25, строение 3, ООО ""Юридическая фирма Городисский и Партнеры"""	Статус: действует (последнее изменение статуса: 27.05.2016);Пошлина: учтена за 5 год с 13.04.2016 по 12.04.2017	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2584461&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2584461&TypeFile=html		http://www.fips.ru/Archive4/PAT/2016FULL/2016.05.20/DOC/RUNWC2/000/000/002/584/461/DOCUMENT.PDF
2 589 851	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2014134745/08	26.08.2014		26.08.2014		20.03.2016	10.07.2016		G10L 19/02 (2013.01); G10L 15/02 (2006.01); G10L 21/14 (2013.01)	СИСТЕМА И СПОСОБ ПЕРЕВОДА РЕЧЕВОГО СИГНАЛА В ТРАНСКРИПЦИОННОЕ ПРЕДСТАВЛЕНИЕ С МЕТАДАННЫМИ	RU 2 234 746 C2, 20.08.2004. RU 2 199 157 C2, 20.02.2003. RU 2 103 753 C1, 27.01.1998. RU 2 376 656 C1, 20.12.2009. US 2013/0325154 A1, 05.12.2013.		Кнеллер Эммануил Григорьевич (RU), Караульных Денис Владимирович (RU)	"Общество с Ограниченной ответственностью ""ИстраСофт"" (RU)"							"143026, Москва, территория инновационного центра ""Сколково"", ул. Луговая, 4, ООО ""Центр интеллектуальной собственности ""Сколково"""	Статус: действует (последнее изменение статуса: 18.07.2016);Пошлина: учтена за 3 год с 27.08.2016 по 26.08.2017	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2589851&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2589851&TypeFile=html		http://www.fips.ru/Archive4/PAT/2016FULL/2016.07.10/DOC/RUNWC2/000/000/002/589/851/DOCUMENT.PDF
2 523 220	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C1		RU	2013107285/08	19.02.2013		19.02.2013			20.07.2014		G10L 21/10 (2013.01); G10L 15/25 (2013.01)	ЭЛЕКТРОННО-ВЫЧИСЛИТЕЛЬНОЕ УСТРОЙСТВО	"S. SOLDATOV ""Lip Reading: Preparing Feature Vectors"". Proc. Graphicon-2003, Moscow, Russia, September 2003, опубл. 30.09.2003, стр. 254-256, найдено в Интернет по адресу URL:http://www.graphicon.ru/oldgr/ru/publications/text/gc2003s.pdf. Т. А. ЗАВИСТОВСКАЯ. Интеллектуализация управления в производственных системах на основе человеко-компьютерного"		Беллавин Михаил Сергеевич (RU)	Беллавин Михаил Сергеевич (RU)							193230, Санкт-Петербург, Дальневосточный пр., 38, кв. 72, Беллавин Михаил Сергеевич	Статус: действует (последнее изменение статуса: 07.11.2014);Пошлина: учтена за 5 год с 20.02.2017 по 19.02.2018	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2523220&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2523220&TypeFile=html		http://www.fips.ru/Archive/PAT/2014FULL/2014.07.20/DOC/RUNWC1/000/000/002/523/220/DOCUMENT.PDF
2 472 219	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2010102675/08	25.06.2008		25.06.2008	 06.07.2007 EP 07290851.0	20.08.2011	10.01.2013		G06K 9/00 (2006.01); G10L 15/22 (2006.01)		WO 2006/124945 A1, 23.11.2006. Master d'lnformatique M2-IAD Projets 2005-2006, 23.06.2007, [онлайн], [найдено 15.12.2011], найдено в Интернете:<URL: http://www.info.unicaen.fr/M2-IAD/promo05-06/projets/index.php>, проект 25. ЕР 1058453 В1, 10.03.2004. JP 2004-206704 A1, 22.07.2004. RU 2291499 C2, 10.01.2007.					08.02.2010	25.06.2008	EP 2008/005161	15.01.2009	WO 2009/007011	"191186, Санкт-Петербург, а/я 230, ""АРС-ПАТЕНТ"", пат.пов. М.В.Хмаре, рег. № 771"	Статус: действует (последнее изменение статуса: 07.06.2016);Пошлина: учтена за 9 год с 26.06.2016 по 25.06.2017	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2472219&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2472219&TypeFile=html		http://www.fips.ru/Archive/PAT/2013FULL/2013.01.10/DOC/RUNWC2/000/000/002/472/219/DOCUMENT.PDF
2 263 358	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2003136444/09	11.12.2003		11.12.2003		27.05.2005	27.10.2005		G10L 17/00 (2000.01); G10L 15/06 (2000.01)	СПОСОБ АВТОМАТИЧЕСКОГО РАСПОЗНАВАНИЯ ЧЕЛОВЕКА С ИСПОЛЬЗОВАНИЕМ АКУСТИЧЕСКИХ СИГНАЛОВ, СНИМАЕМЫХ С ТЕЛА ЧЕЛОВЕКА	RU 2161826 С2, 10.01.2001. SU 1453442 A1, 23.01.1989. US 5313556 A, 17.05.1994. US 4078154 A, 07.03.1978.		Бочкарев С.Л. (RU), Андрианов В.В. (RU), Бочкарев И.В. (RU)	"Общество с ограниченной ответственностью научно-производственная фирма ""Кристалл"" (RU)"							"440011, г.Пенза, пр-кт Победы, 13, ООО научно-производственная фирма ""Кристалл"", С.Л. Бочкареву"	Статус: не действует (последнее изменение статуса: 17.12.2012);Пошлина: учтена за 6 год с 12.12.2008 по 11.12.2009	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2263358&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2263358&TypeFile=html		http://www.fips.ru/Archive/PAT/2005FULL/2005.10.27/DOC/RUNWC2/000/000/002/263/358/DOCUMENT.PDF
2 419 142	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2008137398/08	19.09.2008		19.09.2008		27.03.2010	20.05.2011		G06F 17/28 (2006.01); G10L 15/06 (2006.01)	СПОСОБ ОРГАНИЗАЦИИ СИНХРОННОГО ПЕРЕВОДА УСТНОЙ РЕЧИ С ОДНОГО ЯЗЫКА НА ДРУГОЙ ПОСРЕДСТВОМ ЭЛЕКТРОННОЙ ПРИЕМОПЕРЕДАЮЩЕЙ СИСТЕМЫ	WO 00/45374 A1, 03.08.2000. US 5490061 A, 06.02.1996. US 2005/0071168 A1, 31.03.2005. JP 2006350661 A, 28.12.2006. RU 2070734 C1, 20.12.1996.		Низиенко Юрий Константинович (RU), Белиловский Виктор Абрамович (RU)	Низиенко Юрий Константинович (RU), Белиловский Виктор Абрамович (RU)							142190, Московская обл., г. Троицк, Сиреневый б-р, 5, кв.124, Ю.К. Низиенко	Статус: не действует (последнее изменение статуса: 28.09.2015);Пошлина: учтена за 4 год с 20.09.2011 по 19.09.2012	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2419142&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2419142&TypeFile=html		http://www.fips.ru/Archive/PAT/2011FULL/2011.05.20/DOC/RUNWC2/000/000/002/419/142/DOCUMENT.PDF
2 352 979	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2004116303/09	28.05.2004		28.05.2004	 29.05.2003 US 10/447,399	10.11.2005	20.04.2009		G06F 3/16 (2006.01); G10L 15/00 (2006.01); G06K 9/62 (2006.01)	СИНХРОННОЕ ПОНИМАНИЕ СЕМАНТИЧЕСКИХ ОБЪЕКТОВ ДЛЯ ВЫСОКОИНТЕРАКТИВНОГО ИНТЕРФЕЙСА	US 6415256 B1, 02.07.2002. RU 2119196 C1, 20.09.1998. WO 01/93249 A1, 06.12.2001. US 5500920 A, 19.03.1996. US 2002/0152075 A1, 17.10.2002.		ВАНГ Куансан (US)	МАЙКРОСОФТ КОРПОРЕЙШН (US)							"129090, Москва, ул. Б.Спасская, 25, стр.3, ООО ""Юридическая фирма Городисский и Партнеры"", пат.пов. Ю.Д.Кузнецову, рег.№ 595"	Статус: не действует (последнее изменение статуса: 07.06.2016);Пошлина: учтена за 9 год с 29.05.2012 по 28.05.2013	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2352979&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2352979&TypeFile=html		http://www.fips.ru/Archive/PAT/2009FULL/2009.04.20/DOC/RUNWC2/000/000/002/352/979/DOCUMENT.PDF
2 598 314	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2013136376/08	05.08.2013		05.08.2013		10.02.2015	20.09.2016		G10L 17/14 (2013.01); G10L 17/24 (2013.01); G10L 15/00 (2013.01)	СПОСОБ ОЦЕНКИ ВАРИАТИВНОСТИ ПАРОЛЬНОЙ ФРАЗЫ (ВАРИАНТЫ)	US 2011/0276323 A1, 10.11.2011;US 2006/0111898 A1, 25.05.2006;US 2004/0234137 A1, 25.11.2004;US 6957185 B1, 18.10.2005. RU 2419890 C1, 27.05.2011.		Хитров Михаил Васильевич (RU), Дырмовский Дмитрий Викторович (RU)	"Общество с ограниченной ответственностью ""Центр речевых технологий"" (ООО ""ЦРТ"") (RU)"							197227, Санкт-Петербург, а/я 405, Воропаю Сергею Александровичу	Статус: действует (последнее изменение статуса: 07.08.2017);Пошлина: учтена за 5 год с 06.08.2017 по 05.08.2018	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2598314&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2598314&TypeFile=html		http://www.fips.ru/Archive4/PAT/2016FULL/2016.09.20/DOC/RUNWC2/000/000/002/598/314/DOCUMENT.PDF
2 598 314	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2013136376/08	05.08.2013		05.08.2013		10.02.2015	20.09.2016		G10L 17/14 (2013.01); G10L 17/24 (2013.01); G10L 15/00 (2013.01)	СПОСОБ ОЦЕНКИ ВАРИАТИВНОСТИ ПАРОЛЬНОЙ ФРАЗЫ (ВАРИАНТЫ)	US 2011/0276323 A1, 10.11.2011;US 2006/0111898 A1, 25.05.2006;US 2004/0234137 A1, 25.11.2004;US 6957185 B1, 18.10.2005. RU 2419890 C1, 27.05.2011.		Хитров Михаил Васильевич (RU), Дырмовский Дмитрий Викторович (RU)	"Общество с ограниченной ответственностью ""Центр речевых технологий"" (ООО ""ЦРТ"") (RU)"							197227, Санкт-Петербург, а/я 405, Воропаю Сергею Александровичу	Статус: действует (последнее изменение статуса: 07.08.2017);Пошлина: учтена за 5 год с 06.08.2017 по 05.08.2018	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2598314&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2598314&TypeFile=html		http://www.fips.ru/Archive4/PAT/2016FULL/2016.09.20/DOC/RUNWC2/000/000/002/598/314/DOCUMENT.PDF
2015 101 124	ЗАЯВКА НА ИЗОБРЕТЕНИЕ	A		RU	2015101124	13.06.2013			 15.06.2012 KR 10-2012-0064500	10.08.2016			H04N 21/422 (2011.01); H04N 21/27 (2011.01); G10L 15/26 (2006.01)							15.01.2015	13.06.2013	KR 2013/005246	19.12.2013	WO 2013/187714	"129090, Москва, ул. Б. Спасская, 25, строение 3, ООО ""Юридическая фирма Городисский и Партнеры"""		http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2015101124&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2015101124&TypeFile=html	http://www.fips.ru/Archive4/PAT/2016FULL/2016.08.10/DOC/RUNWA/000/002/015/101/124/DOCUMENT.PDF	
